review_id,company,rating,title,pros,cons,advice,author_role,author_tenure,timestamp,helpful_count,sentiment,pros_word_count,cons_word_count,review_length,year_posted,is_current_employee
gd_256,Netflix,3.6,Mixed experience at Netflix,Great work-life balance and flexible hours,Limited remote work options,Focus on employee development,Data Scientist,Former Employee - 5 years,2025-07-05T08:54:03.530538,53,neutral,6,4,98,2025,False
gd_257,Microsoft,4.6,Great experience at Microsoft,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on work-life balance,UX Designer,Former Employee - 5 years,2025-03-23T08:54:03.530859,88,positive,5,6,125,2025,False
gd_258,Google,3.3,Mixed experience at Google,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on innovation,HR Manager,Current Employee,2025-07-24T08:54:03.531149,35,neutral,4,5,99,2025,True
gd_259,Tesla,4.7,Great experience at Tesla,Supportive team and management,High expectations and long hours during crunch time,Focus on work-life balance,UX Designer,Former Employee - 2 years,2025-03-04T08:54:03.531370,94,positive,4,8,107,2025,False
gd_260,Meta,2.4,Challenging experience at Meta,Supportive team and management,Fast-paced environment can be stressful,Focus on work-life balance,Data Scientist,Former Employee - 5 years,2024-12-24T08:54:03.529118,2,negative,4,5,95,2024,False
gd_261,Oracle,3.4,Mixed experience at Oracle,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on innovation,UX Designer,Former Employee - 2 years,2025-06-15T08:54:03.527468,33,neutral,6,5,112,2025,False
gd_262,Meta,2.3,Challenging experience at Meta,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on communication,Software Engineer,Current Employee,2025-07-09T08:54:03.525807,14,negative,6,8,123,2025,True
gd_263,Tesla,2.0,Challenging experience at Tesla,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on employee development,DevOps Engineer,Former Employee - 5 years,2025-01-11T08:54:03.531376,28,negative,6,5,118,2025,False
gd_264,Meta,3.6,Mixed experience at Meta,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on work-life balance,Sales Director,Former Employee - 2 years,2025-07-01T08:54:03.529857,6,neutral,5,8,123,2025,False
gd_265,Meta,2.5,Challenging experience at Meta,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on work-life balance,DevOps Engineer,Former Employee - 5 years,2024-11-17T08:54:03.526493,58,negative,4,5,102,2024,False
gd_266,Oracle,3.2,Mixed experience at Oracle,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on work-life balance,HR Manager,Former Employee - 2 years,2024-08-26T08:54:03.527311,44,neutral,6,5,107,2024,False
gd_267,IBM,4.9,Great experience at IBM,Supportive team and management,Fast-paced environment can be stressful,Focus on employee development,DevOps Engineer,Former Employee - 2 years,2025-05-06T08:54:03.527969,79,positive,4,5,98,2025,False
gd_268,IBM,4.4,Great experience at IBM,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on innovation,UX Designer,Former Employee - 5 years,2024-11-13T08:54:03.530407,88,positive,5,5,104,2024,False
gd_269,Amazon,4.4,Great experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on work-life balance,Marketing Manager,Former Employee - 2 years,2025-06-29T08:54:03.530521,55,positive,6,5,119,2025,False
gd_270,Apple,3.5,Mixed experience at Apple,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on innovation,HR Manager,Former Employee - 5 years,2025-03-07T08:54:03.529811,55,neutral,6,8,120,2025,False
gd_271,Microsoft,2.7,Challenging experience at Microsoft,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on innovation,Software Engineer,Former Employee - 5 years,2025-04-26T08:54:03.526192,65,negative,6,5,100,2025,False
gd_272,Google,4.3,Great experience at Google,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on work-life balance,UX Designer,Current Employee,2024-10-08T08:54:03.530961,78,positive,6,6,129,2024,True
gd_273,Tesla,3.5,Mixed experience at Tesla,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on employee development,Product Manager,Current Employee,2025-07-25T08:54:03.529787,7,neutral,6,8,122,2025,True
gd_274,IBM,2.3,Challenging experience at IBM,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,Software Engineer,Former Employee - 5 years,2025-05-22T08:54:03.526526,35,negative,6,5,111,2025,False
gd_275,Google,4.2,Great experience at Google,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on work-life balance,Sales Director,Former Employee - 2 years,2025-03-06T08:54:03.527474,4,positive,5,5,111,2025,False
gd_276,Tesla,2.5,Challenging experience at Tesla,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on communication,Sales Director,Former Employee - 5 years,2024-11-06T08:54:03.525240,37,negative,4,5,98,2024,False
gd_277,IBM,4.1,Great experience at IBM,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on work-life balance,Data Scientist,Current Employee,2024-12-09T08:54:03.531523,100,positive,6,5,115,2024,True
gd_278,Tesla,4.6,Great experience at Tesla,Innovative culture and cutting-edge technology,Limited remote work options,Focus on innovation,Product Manager,Former Employee - 5 years,2025-04-27T08:54:03.525168,2,positive,5,4,92,2025,False
gd_279,Oracle,3.5,Mixed experience at Oracle,Competitive compensation and benefits,Limited remote work options,Focus on innovation,Sales Director,Former Employee - 2 years,2025-04-02T08:54:03.527162,43,neutral,4,4,83,2025,False
gd_280,Amazon,3.7,Mixed experience at Amazon,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on employee development,Data Scientist,Former Employee - 2 years,2024-11-03T08:54:03.529771,77,neutral,6,6,132,2024,False
gd_281,IBM,2.8,Challenging experience at IBM,Supportive team and management,High expectations and long hours during crunch time,Focus on innovation,DevOps Engineer,Current Employee,2025-05-13T08:54:03.531119,69,negative,4,8,100,2025,True
gd_282,Microsoft,3.4,Mixed experience at Microsoft,Supportive team and management,High expectations and long hours during crunch time,Focus on employee development,Data Scientist,Former Employee - 2 years,2024-12-10T08:54:03.524800,42,neutral,4,8,110,2024,False
gd_283,IBM,3.4,Mixed experience at IBM,Excellent learning opportunities and career growth,Limited remote work options,Focus on communication,HR Manager,Former Employee - 5 years,2024-11-04T08:54:03.531511,1,neutral,6,4,99,2024,False
gd_284,Microsoft,4.5,Great experience at Microsoft,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Product Manager,Current Employee,2024-10-01T08:54:03.531155,90,positive,4,8,110,2024,True
gd_285,Amazon,3.8,Mixed experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on work-life balance,DevOps Engineer,Former Employee - 5 years,2024-09-16T08:54:03.525390,90,neutral,6,5,119,2024,False
gd_286,Salesforce,2.8,Challenging experience at Salesforce,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on communication,Product Manager,Current Employee,2025-03-25T08:54:03.528260,33,negative,6,5,107,2025,True
gd_287,Meta,3.4,Mixed experience at Meta,Excellent learning opportunities and career growth,Limited remote work options,Focus on work-life balance,UX Designer,Current Employee,2025-02-14T08:54:03.531173,71,neutral,6,4,103,2025,True
gd_288,Salesforce,4.3,Great experience at Salesforce,Innovative culture and cutting-edge technology,Limited remote work options,Focus on innovation,DevOps Engineer,Former Employee - 2 years,2025-04-17T08:54:03.525039,41,positive,5,4,92,2025,False
gd_289,Apple,4.0,Great experience at Apple,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on work-life balance,Product Manager,Current Employee,2025-05-20T08:54:03.530350,81,positive,6,5,111,2025,True
gd_290,Google,3.0,Mixed experience at Google,Supportive team and management,Bureaucratic processes slow down innovation,Focus on employee development,Sales Director,Current Employee,2025-07-16T08:54:03.531494,5,neutral,4,5,102,2025,True
gd_291,Apple,2.4,Challenging experience at Apple,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,UX Designer,Current Employee,2025-07-13T08:54:03.529048,83,negative,4,6,109,2025,True
gd_292,Netflix,2.1,Challenging experience at Netflix,Supportive team and management,Fast-paced environment can be stressful,Focus on work-life balance,UX Designer,Former Employee - 2 years,2024-10-10T08:54:03.525528,27,negative,4,5,95,2024,False
gd_293,Amazon,3.3,Mixed experience at Amazon,Competitive compensation and benefits,Limited remote work options,Focus on work-life balance,UX Designer,Current Employee,2025-03-03T08:54:03.530997,71,neutral,4,4,90,2025,True
gd_294,Salesforce,3.1,Mixed experience at Salesforce,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on employee development,Product Manager,Current Employee,2024-11-24T08:54:03.526296,57,neutral,6,5,114,2024,True
gd_295,Oracle,4.1,Great experience at Oracle,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,UX Designer,Former Employee - 5 years,2025-04-24T08:54:03.531500,49,positive,6,5,111,2025,False
gd_296,Amazon,2.0,Challenging experience at Amazon,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on work-life balance,HR Manager,Current Employee,2025-07-17T08:54:03.531477,63,negative,6,8,127,2025,True
gd_297,IBM,3.3,Mixed experience at IBM,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on work-life balance,Software Engineer,Current Employee,2025-08-01T08:54:03.529490,35,neutral,5,6,125,2025,True
gd_298,Google,4.7,Great experience at Google,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on innovation,Data Scientist,Former Employee - 2 years,2025-05-22T08:54:03.524892,68,positive,5,8,116,2025,False
gd_299,Google,4.1,Great experience at Google,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,Software Engineer,Current Employee,2025-02-24T08:54:03.529337,88,positive,5,4,99,2025,True
gd_300,Oracle,2.7,Challenging experience at Oracle,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on work-life balance,Sales Director,Former Employee - 5 years,2024-08-29T08:54:03.531482,24,negative,4,5,102,2024,False
gd_301,IBM,4.2,Great experience at IBM,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on employee development,Data Scientist,Current Employee,2025-07-03T08:54:03.526875,22,positive,6,5,110,2025,True
gd_302,IBM,3.2,Mixed experience at IBM,Competitive compensation and benefits,Limited remote work options,Focus on innovation,Sales Director,Former Employee - 5 years,2025-06-13T08:54:03.530907,85,neutral,4,4,83,2025,False
gd_303,Microsoft,4.4,Great experience at Microsoft,Supportive team and management,Limited advancement opportunities in some departments,Focus on communication,Product Manager,Current Employee,2024-12-16T08:54:03.531557,30,positive,4,6,105,2024,True
gd_304,Google,3.9,Mixed experience at Google,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on employee development,Sales Director,Current Employee,2024-10-10T08:54:03.527292,32,neutral,5,5,118,2024,True
gd_305,IBM,4.1,Great experience at IBM,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,Marketing Manager,Former Employee - 5 years,2025-07-05T08:54:03.530549,63,positive,6,5,122,2025,False
gd_306,Microsoft,4.5,Great experience at Microsoft,Supportive team and management,Fast-paced environment can be stressful,Focus on communication,DevOps Engineer,Current Employee,2025-04-25T08:54:03.529611,72,positive,4,5,91,2025,True
gd_307,Apple,3.6,Mixed experience at Apple,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on innovation,UX Designer,Current Employee,2025-01-25T08:54:03.525396,16,neutral,6,6,114,2025,True
gd_308,Apple,3.4,Mixed experience at Apple,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on work-life balance,UX Designer,Former Employee - 5 years,2025-07-05T08:54:03.531470,47,neutral,4,8,114,2025,False
gd_309,IBM,2.2,Challenging experience at IBM,Supportive team and management,High expectations and long hours during crunch time,Focus on communication,Product Manager,Former Employee - 5 years,2024-09-09T08:54:03.525791,99,negative,4,8,103,2024,False
gd_310,Meta,3.6,Mixed experience at Meta,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on innovation,UX Designer,Former Employee - 5 years,2025-08-01T08:54:03.531382,30,neutral,4,5,99,2025,False
gd_311,Amazon,2.8,Challenging experience at Amazon,Supportive team and management,Limited advancement opportunities in some departments,Focus on employee development,Data Scientist,Current Employee,2025-06-09T08:54:03.527222,63,negative,4,6,112,2025,True
gd_312,IBM,4.2,Great experience at IBM,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on innovation,Software Engineer,Current Employee,2025-01-03T08:54:03.529696,79,positive,6,8,112,2025,True
gd_313,Amazon,4.7,Great experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,DevOps Engineer,Current Employee,2024-08-17T08:54:03.530641,36,positive,6,5,122,2024,True
gd_314,Microsoft,2.9,Challenging experience at Microsoft,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on communication,DevOps Engineer,Former Employee - 5 years,2024-09-03T08:54:03.531452,91,negative,5,5,111,2024,False
gd_315,Google,2.7,Challenging experience at Google,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,DevOps Engineer,Current Employee,2025-07-22T08:54:03.529398,29,negative,4,6,109,2025,True
gd_316,Meta,2.4,Challenging experience at Meta,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on employee development,Software Engineer,Former Employee - 5 years,2024-08-27T08:54:03.529894,84,negative,5,5,118,2024,False
gd_317,Oracle,2.1,Challenging experience at Oracle,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on employee development,DevOps Engineer,Current Employee,2024-12-04T08:54:03.531254,89,negative,6,8,122,2024,True
gd_318,IBM,2.7,Challenging experience at IBM,Competitive compensation and benefits,Limited remote work options,Focus on employee development,Data Scientist,Former Employee - 2 years,2024-09-03T08:54:03.531506,72,negative,4,4,93,2024,False
gd_319,Microsoft,2.2,Challenging experience at Microsoft,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on innovation,DevOps Engineer,Former Employee - 5 years,2024-11-23T08:54:03.531200,61,negative,6,8,120,2024,False
gd_320,Tesla,2.6,Challenging experience at Tesla,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on work-life balance,UX Designer,Current Employee,2025-03-30T08:54:03.530173,19,negative,5,6,125,2025,True
gd_321,Salesforce,3.3,Mixed experience at Salesforce,Excellent learning opportunities and career growth,Limited remote work options,Focus on work-life balance,Sales Director,Current Employee,2025-01-15T08:54:03.526370,12,neutral,6,4,103,2025,True
gd_322,Apple,3.7,Mixed experience at Apple,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on employee development,UX Designer,Former Employee - 5 years,2025-06-07T08:54:03.531179,82,neutral,6,8,122,2025,False
gd_323,Microsoft,3.5,Mixed experience at Microsoft,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on employee development,Sales Director,Current Employee,2025-06-24T08:54:03.529421,81,neutral,6,5,110,2025,True
gd_324,Microsoft,4.7,Great experience at Microsoft,Great work-life balance and flexible hours,Limited remote work options,Focus on work-life balance,UX Designer,Former Employee - 5 years,2024-10-15T08:54:03.531546,88,positive,6,4,95,2024,False
gd_325,IBM,4.9,Great experience at IBM,Competitive compensation and benefits,Limited remote work options,Focus on work-life balance,Marketing Manager,Former Employee - 5 years,2024-11-14T08:54:03.529017,31,positive,4,4,90,2024,False
gd_326,Tesla,3.7,Mixed experience at Tesla,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on work-life balance,Marketing Manager,Former Employee - 2 years,2024-11-10T08:54:03.525585,79,neutral,5,5,115,2024,False
gd_327,Apple,4.7,Great experience at Apple,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on innovation,Product Manager,Current Employee,2024-11-02T08:54:03.529558,58,positive,5,8,116,2024,True
gd_328,IBM,4.5,Great experience at IBM,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on communication,HR Manager,Former Employee - 2 years,2024-11-29T08:54:03.530400,12,positive,5,8,119,2024,False
gd_329,Oracle,3.4,Mixed experience at Oracle,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on work-life balance,HR Manager,Former Employee - 2 years,2024-12-16T08:54:03.527793,73,neutral,6,5,119,2024,False
gd_330,Salesforce,3.5,Mixed experience at Salesforce,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on work-life balance,Data Scientist,Former Employee - 2 years,2024-10-31T08:54:03.525490,38,neutral,6,6,121,2024,False
gd_331,Salesforce,2.5,Challenging experience at Salesforce,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on employee development,Software Engineer,Former Employee - 5 years,2025-07-12T08:54:03.529294,70,negative,5,8,126,2025,False
gd_332,Netflix,3.6,Mixed experience at Netflix,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on innovation,Marketing Manager,Former Employee - 2 years,2025-06-07T08:54:03.527228,12,neutral,5,8,116,2025,False
gd_333,Oracle,4.3,Great experience at Oracle,Supportive team and management,High expectations and long hours during crunch time,Focus on employee development,Marketing Manager,Former Employee - 5 years,2025-07-09T08:54:03.531529,86,positive,4,8,110,2025,False
gd_334,Meta,3.6,Mixed experience at Meta,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on work-life balance,Marketing Manager,Current Employee,2025-04-19T08:54:03.527007,31,neutral,5,5,115,2025,True
gd_335,IBM,2.2,Challenging experience at IBM,Supportive team and management,High expectations and long hours during crunch time,Focus on innovation,Sales Director,Former Employee - 5 years,2025-03-06T08:54:03.531167,65,negative,4,8,100,2025,False
gd_336,Meta,5.0,Great experience at Meta,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on work-life balance,Software Engineer,Former Employee - 2 years,2025-03-27T08:54:03.531336,63,positive,4,6,116,2025,False
gd_337,Microsoft,4.6,Great experience at Microsoft,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on employee development,HR Manager,Former Employee - 5 years,2024-09-27T08:54:03.531130,18,positive,4,8,117,2024,False
gd_338,Netflix,3.4,Mixed experience at Netflix,Supportive team and management,Fast-paced environment can be stressful,Focus on innovation,UX Designer,Current Employee,2025-06-12T08:54:03.531446,39,neutral,4,5,88,2025,True
gd_339,IBM,2.3,Challenging experience at IBM,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,DevOps Engineer,Former Employee - 5 years,2024-11-08T08:54:03.526892,89,negative,6,5,111,2024,False
gd_340,Google,4.7,Great experience at Google,Supportive team and management,Bureaucratic processes slow down innovation,Focus on communication,DevOps Engineer,Former Employee - 2 years,2025-02-18T08:54:03.527386,43,positive,4,5,95,2025,False
gd_341,Oracle,2.7,Challenging experience at Oracle,Supportive team and management,Limited remote work options,Focus on communication,DevOps Engineer,Current Employee,2025-02-11T08:54:03.525703,56,negative,4,4,79,2025,True
gd_342,Salesforce,4.3,Great experience at Salesforce,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on innovation,Marketing Manager,Current Employee,2025-01-14T08:54:03.529659,71,positive,5,5,108,2025,True
gd_343,Netflix,3.8,Mixed experience at Netflix,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on communication,UX Designer,Former Employee - 5 years,2024-09-17T08:54:03.525927,39,neutral,6,6,125,2024,False
gd_344,Salesforce,3.4,Mixed experience at Salesforce,Supportive team and management,Bureaucratic processes slow down innovation,Focus on innovation,Data Scientist,Former Employee - 5 years,2024-11-10T08:54:03.530419,98,neutral,4,5,92,2024,False
gd_345,Google,2.7,Challenging experience at Google,Supportive team and management,Limited advancement opportunities in some departments,Focus on communication,Software Engineer,Former Employee - 5 years,2025-01-20T08:54:03.529836,16,negative,4,6,105,2025,False
gd_346,Google,4.3,Great experience at Google,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,DevOps Engineer,Current Employee,2025-07-09T08:54:03.526957,21,positive,6,5,122,2025,True
gd_347,IBM,3.5,Mixed experience at IBM,Supportive team and management,Limited advancement opportunities in some departments,Focus on communication,DevOps Engineer,Current Employee,2025-07-09T08:54:03.531206,95,neutral,4,6,105,2025,True
gd_348,Apple,2.6,Challenging experience at Apple,Competitive compensation and benefits,Limited remote work options,Focus on work-life balance,Software Engineer,Former Employee - 2 years,2025-05-20T08:54:03.530294,41,negative,4,4,90,2025,False
gd_349,Amazon,3.1,Mixed experience at Amazon,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Data Scientist,Former Employee - 2 years,2024-10-05T08:54:03.531517,29,neutral,4,8,110,2024,False
gd_350,Salesforce,2.1,Challenging experience at Salesforce,Supportive team and management,Bureaucratic processes slow down innovation,Focus on innovation,UX Designer,Former Employee - 5 years,2024-12-01T08:54:03.526029,60,negative,4,5,92,2024,False
gd_351,Apple,2.8,Challenging experience at Apple,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Sales Director,Current Employee,2025-05-24T08:54:03.531249,96,negative,4,8,110,2025,True
gd_352,Amazon,4.9,Great experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,Data Scientist,Former Employee - 2 years,2025-03-30T08:54:03.527490,33,positive,6,5,122,2025,False
gd_353,Amazon,2.2,Challenging experience at Amazon,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on employee development,Data Scientist,Former Employee - 5 years,2025-02-06T08:54:03.531048,82,negative,6,6,124,2025,False
gd_354,Microsoft,4.0,Great experience at Microsoft,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on innovation,DevOps Engineer,Former Employee - 5 years,2024-10-04T08:54:03.530592,72,positive,6,8,112,2024,False
gd_355,Google,4.7,Great experience at Google,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on employee development,Marketing Manager,Current Employee,2024-08-16T08:54:03.527036,99,positive,6,6,132,2024,True
gd_356,Microsoft,4.3,Great experience at Microsoft,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on communication,HR Manager,Current Employee,2024-11-13T08:54:03.527000,33,positive,4,6,112,2024,True
gd_357,Apple,3.0,Mixed experience at Apple,Supportive team and management,High expectations and long hours during crunch time,Focus on communication,Sales Director,Former Employee - 2 years,2025-04-21T08:54:03.529665,51,neutral,4,8,103,2025,False
gd_358,Tesla,3.0,Mixed experience at Tesla,Supportive team and management,Fast-paced environment can be stressful,Focus on communication,UX Designer,Current Employee,2024-09-07T08:54:03.531125,18,neutral,4,5,91,2024,True
gd_359,Google,4.7,Great experience at Google,Supportive team and management,Fast-paced environment can be stressful,Focus on communication,Marketing Manager,Former Employee - 5 years,2024-12-31T08:54:03.529578,55,positive,4,5,91,2024,False
gd_360,Amazon,2.6,Challenging experience at Amazon,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Software Engineer,Former Employee - 5 years,2024-11-03T08:54:03.529916,80,negative,4,8,110,2024,False
gd_361,Netflix,4.9,Great experience at Netflix,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on employee development,Data Scientist,Former Employee - 5 years,2025-06-15T08:54:03.531002,16,positive,4,5,105,2025,False
gd_362,Netflix,2.5,Challenging experience at Netflix,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on communication,Data Scientist,Former Employee - 5 years,2025-01-26T08:54:03.528059,34,negative,6,8,123,2025,False
gd_363,IBM,3.4,Mixed experience at IBM,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on employee development,DevOps Engineer,Current Employee,2025-05-18T08:54:03.525813,88,neutral,4,5,109,2025,True
gd_364,Oracle,4.9,Great experience at Oracle,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on communication,UX Designer,Former Employee - 2 years,2024-09-10T08:54:03.530328,95,positive,6,6,125,2024,False
gd_365,Microsoft,3.0,Mixed experience at Microsoft,Innovative culture and cutting-edge technology,Limited remote work options,Focus on employee development,Data Scientist,Current Employee,2025-01-12T08:54:03.527550,48,neutral,5,4,102,2025,True
gd_366,Microsoft,4.5,Great experience at Microsoft,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on communication,Product Manager,Former Employee - 5 years,2025-02-18T08:54:03.530322,42,positive,4,5,98,2025,False
gd_367,Apple,2.2,Challenging experience at Apple,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on communication,HR Manager,Former Employee - 2 years,2024-12-01T08:54:03.526036,31,negative,5,5,107,2024,False
gd_368,Google,4.9,Great experience at Google,Supportive team and management,Fast-paced environment can be stressful,Focus on innovation,Marketing Manager,Current Employee,2025-04-03T08:54:03.526708,9,positive,4,5,88,2025,True
gd_369,Apple,2.7,Challenging experience at Apple,Innovative culture and cutting-edge technology,Limited remote work options,Focus on communication,Marketing Manager,Former Employee - 5 years,2024-10-28T08:54:03.531296,25,negative,5,4,95,2024,False
gd_370,IBM,2.4,Challenging experience at IBM,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on communication,UX Designer,Former Employee - 2 years,2024-10-04T08:54:03.529349,49,negative,5,8,119,2024,False
gd_371,Netflix,3.2,Mixed experience at Netflix,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on innovation,Marketing Manager,Former Employee - 5 years,2024-12-07T08:54:03.530660,57,neutral,5,5,104,2024,False
gd_372,Google,2.0,Challenging experience at Google,Supportive team and management,High expectations and long hours during crunch time,Focus on employee development,Marketing Manager,Current Employee,2025-04-06T08:54:03.528173,43,negative,4,8,110,2025,True
gd_373,Oracle,3.4,Mixed experience at Oracle,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,HR Manager,Current Employee,2024-10-31T08:54:03.531535,86,neutral,6,5,122,2024,True
gd_374,Tesla,3.2,Mixed experience at Tesla,Supportive team and management,Bureaucratic processes slow down innovation,Focus on employee development,Sales Director,Current Employee,2025-03-25T08:54:03.529078,69,neutral,4,5,102,2025,True
gd_375,Microsoft,2.3,Challenging experience at Microsoft,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on innovation,HR Manager,Former Employee - 5 years,2024-10-09T08:54:03.531552,48,negative,4,5,99,2024,False
gd_376,Salesforce,3.6,Mixed experience at Salesforce,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on work-life balance,Software Engineer,Former Employee - 2 years,2025-05-15T08:54:03.530865,55,neutral,5,6,125,2025,False
gd_377,Netflix,2.5,Challenging experience at Netflix,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,Sales Director,Current Employee,2025-06-09T08:54:03.530275,37,negative,4,6,109,2025,True
gd_378,Meta,3.9,Mixed experience at Meta,Supportive team and management,Limited remote work options,Focus on innovation,Product Manager,Former Employee - 2 years,2025-08-03T08:54:03.531352,68,neutral,4,4,76,2025,False
gd_379,Microsoft,5.0,Great experience at Microsoft,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on innovation,Marketing Manager,Former Employee - 2 years,2024-08-20T08:54:03.529823,36,positive,6,6,122,2024,False
gd_380,Amazon,2.4,Challenging experience at Amazon,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on employee development,HR Manager,Former Employee - 5 years,2025-01-23T08:54:03.530565,46,negative,6,6,132,2025,False
gd_381,Amazon,3.0,Mixed experience at Amazon,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on work-life balance,Data Scientist,Former Employee - 5 years,2025-03-27T08:54:03.530126,81,neutral,5,5,115,2025,False
gd_382,Netflix,2.3,Challenging experience at Netflix,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on work-life balance,Data Scientist,Current Employee,2024-09-21T08:54:03.531083,84,negative,6,5,107,2024,True
gd_383,Netflix,3.1,Mixed experience at Netflix,Supportive team and management,Bureaucratic processes slow down innovation,Focus on work-life balance,Marketing Manager,Current Employee,2025-05-09T08:54:03.529967,90,neutral,4,5,99,2025,True
gd_384,Oracle,4.0,Great experience at Oracle,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,Product Manager,Current Employee,2025-06-10T08:54:03.528140,31,positive,4,6,109,2025,True
